GEO.id,Id,0100000US
GEO.id2,Id2,
GEO.display-label,Geography,United States
HD01_VD01,Estimate; Total:,97259723
HD02_VD01,Margin of Error; Total:,71035
HD01_VD02,Estimate; Total: - Chief executives,950329
HD02_VD02,Margin of Error; Total: - Chief executives,6812
HD01_VD03,Estimate; Total: - General and operations managers,893694
HD02_VD03,Margin of Error; Total: - General and operations managers,7251
HD01_VD04,Estimate; Total: - Legislators,12761
HD02_VD04,Margin of Error; Total: - Legislators,797
HD01_VD05,Estimate; Total: - Advertising and promotions managers,45566
HD02_VD05,Margin of Error; Total: - Advertising and promotions managers,1657
HD01_VD06,Estimate; Total: - Marketing and sales managers,727982
HD02_VD06,Margin of Error; Total: - Marketing and sales managers,6056
HD01_VD07,Estimate; Total: - Public relations and fundraising managers,46005
HD02_VD07,Margin of Error; Total: - Public relations and fundraising managers,1395
HD01_VD08,Estimate; Total: - Administrative services managers,105817
HD02_VD08,Margin of Error; Total: - Administrative services managers,2121
HD01_VD09,Estimate; Total: - Computer and information systems managers,473905
HD02_VD09,Margin of Error; Total: - Computer and information systems managers,5468
HD01_VD10,Estimate; Total: - Financial managers,974874
HD02_VD10,Margin of Error; Total: - Financial managers,7689
HD01_VD11,Estimate; Total: - Compensation and benefits managers,18127
HD02_VD11,Margin of Error; Total: - Compensation and benefits managers,931
HD01_VD12,Estimate; Total: - Human resources managers,300413
HD02_VD12,Margin of Error; Total: - Human resources managers,4661
HD01_VD13,Estimate; Total: - Training and development managers,40190
HD02_VD13,Margin of Error; Total: - Training and development managers,1620
HD01_VD14,Estimate; Total: - Industrial production managers,208126
HD02_VD14,Margin of Error; Total: - Industrial production managers,3222
HD01_VD15,Estimate; Total: - Purchasing managers,175469
HD02_VD15,Margin of Error; Total: - Purchasing managers,3095
HD01_VD16,"Estimate; Total: - Transportation, storage, and distribution managers",192923
HD02_VD16,"Margin of Error; Total: - Transportation, storage, and distribution managers",2951
HD01_VD17,"Estimate; Total: - Farmers, ranchers, and other agricultural managers",493423
HD02_VD17,"Margin of Error; Total: - Farmers, ranchers, and other agricultural managers",3722
HD01_VD18,Estimate; Total: - Construction managers,525652
HD02_VD18,Margin of Error; Total: - Construction managers,5285
HD01_VD19,Estimate; Total: - Education administrators,700519
HD02_VD19,Margin of Error; Total: - Education administrators,7173
HD01_VD20,Estimate; Total: - Architectural and engineering managers,136381
HD02_VD20,Margin of Error; Total: - Architectural and engineering managers,2816
HD01_VD21,Estimate; Total: - Food service managers,738932
HD02_VD21,Margin of Error; Total: - Food service managers,9803
HD01_VD22,Estimate; Total: - Funeral service managers,6285
HD02_VD22,Margin of Error; Total: - Funeral service managers,609
HD01_VD23,Estimate; Total: - Gaming managers,15396
HD02_VD23,Margin of Error; Total: - Gaming managers,939
HD01_VD24,Estimate; Total: - Lodging managers,99582
HD02_VD24,Margin of Error; Total: - Lodging managers,2511
HD01_VD25,Estimate; Total: - Medical and health services managers,517891
HD02_VD25,Margin of Error; Total: - Medical and health services managers,4788
HD01_VD26,Estimate; Total: - Natural sciences managers,19144
HD02_VD26,Margin of Error; Total: - Natural sciences managers,851
HD01_VD27,Estimate; Total: - Postmasters and mail superintendents,31115
HD02_VD27,Margin of Error; Total: - Postmasters and mail superintendents,1121
HD01_VD28,"Estimate; Total: - Property, real estate, and community association managers",409603
HD02_VD28,"Margin of Error; Total: - Property, real estate, and community association managers",4568
HD01_VD29,Estimate; Total: - Social and community service managers,265595
HD02_VD29,Margin of Error; Total: - Social and community service managers,3525
HD01_VD30,Estimate; Total: - Emergency management directors,6094
HD02_VD30,Margin of Error; Total: - Emergency management directors,603
HD01_VD31,"Estimate; Total: - Managers, all other",2795656
HD02_VD31,"Margin of Error; Total: - Managers, all other",11631
HD01_VD32,"Estimate; Total: - Agents and business managers of artists, performers, and athletes",29277
HD02_VD32,"Margin of Error; Total: - Agents and business managers of artists, performers, and athletes",1537
HD01_VD33,"Estimate; Total: - Buyers and purchasing agents, farm products",8838
HD02_VD33,"Margin of Error; Total: - Buyers and purchasing agents, farm products",637
HD01_VD34,"Estimate; Total: - Wholesale and retail buyers, except farm products",157692
HD02_VD34,"Margin of Error; Total: - Wholesale and retail buyers, except farm products",2910
HD01_VD35,"Estimate; Total: - Purchasing agents, except wholesale, retail, and farm products",224762
HD02_VD35,"Margin of Error; Total: - Purchasing agents, except wholesale, retail, and farm products",3140
HD01_VD36,"Estimate; Total: - Claims adjusters, appraisers, examiners, and investigators",261438
HD02_VD36,"Margin of Error; Total: - Claims adjusters, appraisers, examiners, and investigators",4186
HD01_VD37,Estimate; Total: - Compliance officers,179068
HD02_VD37,Margin of Error; Total: - Compliance officers,3129
HD01_VD38,Estimate; Total: - Cost estimators,105640
HD02_VD38,Margin of Error; Total: - Cost estimators,2371
HD01_VD39,Estimate; Total: - Human resources workers,526749
HD02_VD39,Margin of Error; Total: - Human resources workers,5348
HD01_VD40,"Estimate; Total: - Compensation, benefits, and job analysis specialists",64945
HD02_VD40,"Margin of Error; Total: - Compensation, benefits, and job analysis specialists",1558
HD01_VD41,Estimate; Total: - Training and development specialists,100878
HD02_VD41,Margin of Error; Total: - Training and development specialists,2046
HD01_VD42,Estimate; Total: - Logisticians,82418
HD02_VD42,Margin of Error; Total: - Logisticians,2240
HD01_VD43,Estimate; Total: - Management analysts,536117
HD02_VD43,Margin of Error; Total: - Management analysts,5419
HD01_VD44,"Estimate; Total: - Meeting, convention, and event planners",65307
HD02_VD44,"Margin of Error; Total: - Meeting, convention, and event planners",1915
HD01_VD45,Estimate; Total: - Fundraisers,64072
HD02_VD45,Margin of Error; Total: - Fundraisers,1704
HD01_VD46,Estimate; Total: - Market research analysts and marketing specialists,187357
HD02_VD46,Margin of Error; Total: - Market research analysts and marketing specialists,2708
HD01_VD47,"Estimate; Total: - Business operations specialists, all other",193727
HD02_VD47,"Margin of Error; Total: - Business operations specialists, all other",2691
HD01_VD48,Estimate; Total: - Accountants and auditors,1683978
HD02_VD48,Margin of Error; Total: - Accountants and auditors,12355
HD01_VD49,Estimate; Total: - Appraisers and assessors of real estate,75337
HD02_VD49,Margin of Error; Total: - Appraisers and assessors of real estate,1812
HD01_VD50,Estimate; Total: - Budget analysts,43591
HD02_VD50,Margin of Error; Total: - Budget analysts,1335
HD01_VD51,Estimate; Total: - Credit analysts,24059
HD02_VD51,Margin of Error; Total: - Credit analysts,1058
HD01_VD52,Estimate; Total: - Financial analysts,66108
HD02_VD52,Margin of Error; Total: - Financial analysts,1806
HD01_VD53,Estimate; Total: - Personal financial advisors,292437
HD02_VD53,Margin of Error; Total: - Personal financial advisors,3821
HD01_VD54,Estimate; Total: - Insurance underwriters,95368
HD02_VD54,Margin of Error; Total: - Insurance underwriters,2100
HD01_VD55,Estimate; Total: - Financial examiners,12418
HD02_VD55,Margin of Error; Total: - Financial examiners,775
HD01_VD56,Estimate; Total: - Credit counselors and loan officers,275032
HD02_VD56,Margin of Error; Total: - Credit counselors and loan officers,4322
HD01_VD57,"Estimate; Total: - Tax examiners and collectors, and revenue agents",51821
HD02_VD57,"Margin of Error; Total: - Tax examiners and collectors, and revenue agents",1805
HD01_VD58,Estimate; Total: - Tax preparers,44652
HD02_VD58,Margin of Error; Total: - Tax preparers,1695
HD01_VD59,"Estimate; Total: - Financial specialists, all other",60991
HD02_VD59,"Margin of Error; Total: - Financial specialists, all other",1840
HD01_VD60,Estimate; Total: - Computer and information research scientists,12935
HD02_VD60,Margin of Error; Total: - Computer and information research scientists,664
