GEO.id,Id,0100000US
GEO.id2,Id2,
GEO.display-label,Geography,United States
HD01_VD01,Estimate; Total:,42271228
HD02_VD01,Margin of Error; Total:,43588
HD01_VD02,Estimate; Total: - Chief executives,215164
HD02_VD02,Margin of Error; Total: - Chief executives,4331
HD01_VD03,Estimate; Total: - General and operations managers,273483
HD02_VD03,Margin of Error; Total: - General and operations managers,4766
HD01_VD04,Estimate; Total: - Legislators,5214
HD02_VD04,Margin of Error; Total: - Legislators,568
HD01_VD05,Estimate; Total: - Advertising and promotions managers,25634
HD02_VD05,Margin of Error; Total: - Advertising and promotions managers,1604
HD01_VD06,Estimate; Total: - Marketing and sales managers,303580
HD02_VD06,Margin of Error; Total: - Marketing and sales managers,4927
HD01_VD07,Estimate; Total: - Public relations and fundraising managers,25150
HD02_VD07,Margin of Error; Total: - Public relations and fundraising managers,1340
HD01_VD08,Estimate; Total: - Administrative services managers,35986
HD02_VD08,Margin of Error; Total: - Administrative services managers,1580
HD01_VD09,Estimate; Total: - Computer and information systems managers,136194
HD02_VD09,Margin of Error; Total: - Computer and information systems managers,2997
HD01_VD10,Estimate; Total: - Financial managers,514842
HD02_VD10,Margin of Error; Total: - Financial managers,6770
HD01_VD11,Estimate; Total: - Compensation and benefits managers,10720
HD02_VD11,Margin of Error; Total: - Compensation and benefits managers,934
HD01_VD12,Estimate; Total: - Human resources managers,177385
HD02_VD12,Margin of Error; Total: - Human resources managers,3704
HD01_VD13,Estimate; Total: - Training and development managers,20168
HD02_VD13,Margin of Error; Total: - Training and development managers,1348
HD01_VD14,Estimate; Total: - Industrial production managers,37177
HD02_VD14,Margin of Error; Total: - Industrial production managers,1626
HD01_VD15,Estimate; Total: - Purchasing managers,77896
HD02_VD15,Margin of Error; Total: - Purchasing managers,2535
HD01_VD16,"Estimate; Total: - Transportation, storage, and distribution managers",31770
HD02_VD16,"Margin of Error; Total: - Transportation, storage, and distribution managers",1766
HD01_VD17,"Estimate; Total: - Farmers, ranchers, and other agricultural managers",53558
HD02_VD17,"Margin of Error; Total: - Farmers, ranchers, and other agricultural managers",1692
HD01_VD18,Estimate; Total: - Construction managers,33692
HD02_VD18,Margin of Error; Total: - Construction managers,1761
HD01_VD19,Estimate; Total: - Education administrators,436013
HD02_VD19,Margin of Error; Total: - Education administrators,6255
HD01_VD20,Estimate; Total: - Architectural and engineering managers,11944
HD02_VD20,Margin of Error; Total: - Architectural and engineering managers,857
HD01_VD21,Estimate; Total: - Food service managers,325702
HD02_VD21,Margin of Error; Total: - Food service managers,5551
HD01_VD22,Estimate; Total: - Funeral service managers,1376
HD02_VD22,Margin of Error; Total: - Funeral service managers,302
HD01_VD23,Estimate; Total: - Gaming managers,6657
HD02_VD23,Margin of Error; Total: - Gaming managers,716
HD01_VD24,Estimate; Total: - Lodging managers,47307
HD02_VD24,Margin of Error; Total: - Lodging managers,2014
HD01_VD25,Estimate; Total: - Medical and health services managers,364641
HD02_VD25,Margin of Error; Total: - Medical and health services managers,5200
HD01_VD26,Estimate; Total: - Natural sciences managers,8266
HD02_VD26,Margin of Error; Total: - Natural sciences managers,754
HD01_VD27,Estimate; Total: - Postmasters and mail superintendents,16878
HD02_VD27,Margin of Error; Total: - Postmasters and mail superintendents,1093
HD01_VD28,"Estimate; Total: - Property, real estate, and community association managers",208387
HD02_VD28,"Margin of Error; Total: - Property, real estate, and community association managers",4203
HD01_VD29,Estimate; Total: - Social and community service managers,177978
HD02_VD29,Margin of Error; Total: - Social and community service managers,3897
HD01_VD30,Estimate; Total: - Emergency management directors,1924
HD02_VD30,Margin of Error; Total: - Emergency management directors,388
HD01_VD31,"Estimate; Total: - Managers, all other",930539
HD02_VD31,"Margin of Error; Total: - Managers, all other",8523
HD01_VD32,"Estimate; Total: - Agents and business managers of artists, performers, and athletes",11603
HD02_VD32,"Margin of Error; Total: - Agents and business managers of artists, performers, and athletes",1140
HD01_VD33,"Estimate; Total: - Buyers and purchasing agents, farm products",2031
